prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
DEGZ01,WGS,,BCT,Cyanobacteria bacterium UBA2813,PRJNA348753,SAMN06455941,isolate: UBA2813,"isolation_source: rumen,metagenome_source: metagenome",2048127,39,0,No,0,0,0,No,,,2017-09-25T00:00:00Z,2017-09-25T00:00:00Z
DESS01,WGS,,BCT,Richelia sp. UBA3308,PRJNA348753,SAMN06452848,isolate: UBA3308,"isolation_source: microbial mat,metagenome_source: microbial mat metagenome",7972656,406,0,No,0,0,0,No,,,2017-09-26T00:00:00Z,2017-09-26T00:00:00Z
DESZ01,WGS,,BCT,Cyanobacteria bacterium UBA3301,PRJNA348753,SAMN06452845,isolate: UBA3301,"isolation_source: high methane producing sheep,metagenome_source: gut metagenome",1860845,32,0,No,0,0,0,No,,,2017-09-26T00:00:00Z,2017-09-26T00:00:00Z
DFEL01,WGS,,BCT,Cyanobacteria bacterium UBA3803,PRJNA348753,SAMN06456097,isolate: UBA3803,"isolation_source: high methane producing sheep,metagenome_source: gut metagenome",1546810,188,0,No,0,0,0,No,,,2017-09-26T00:00:00Z,2017-09-26T00:00:00Z
DJYG01,WGS,,BCT,Cyanobacteria bacterium UBA6984,PRJNA348753,SAMN06454866,isolate: UBA6984,"isolation_source: low methane producing sheep,metagenome_source: gut metagenome",1426308,61,0,No,0,0,0,No,,,2017-10-05T00:00:00Z,2017-10-05T00:00:00Z
DJYZ01,WGS,,BCT,Cyanobacteria bacterium UBA6965,PRJNA348753,SAMN06455097,isolate: UBA6965,"isolation_source: saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx),metagenome_source: marine metagenome",1675115,202,0,No,0,0,0,No,,,2017-10-05T00:00:00Z,2017-10-05T00:00:00Z
DKMR01,WGS,,BCT,Richelia intracellularis UBA7409,PRJNA348753,SAMN06453146,isolate: UBA7409,"isolation_source: water,metagenome_source: aquatic metagenome",3046829,301,0,No,0,0,0,No,,,2017-10-06T00:00:00Z,2017-10-06T00:00:00Z
DKOB01,WGS,,BCT,Cyanobacteria bacterium UBA7373,PRJNA348753,SAMN06457659,isolate: UBA7373,"isolation_source: saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx),metagenome_source: marine metagenome",1814910,147,0,No,0,0,0,No,,,2017-10-06T00:00:00Z,2017-10-06T00:00:00Z
DKOE01,WGS,,BCT,Prochlorococcus sp. UBA7370,PRJNA348753,SAMN06457660,isolate: UBA7370,"isolation_source: saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx),metagenome_source: marine metagenome",1139816,102,0,No,0,0,0,No,,,2017-10-06T00:00:00Z,2017-10-06T00:00:00Z
DKRT01,WGS,,BCT,Cyanobacteria bacterium UBA7275,PRJNA348753,SAMN06450934,isolate: UBA7275,"isolation_source: Rumen fluid,metagenome_source: gut metagenome",1853819,91,0,No,0,0,0,No,,,2017-10-06T00:00:00Z,2017-10-06T00:00:00Z
DOBT01,WGS,,BCT,Cyanobacteria bacterium UBA8530,PRJNA417962,SAMN08020263,isolate: UBA8530,"isolation_source: sediment,metagenome_source: sediment metagenome",3328953,270,3287,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DOFR01,WGS,,BCT,Synechococcus sp. UBA8638,PRJNA417962,SAMN08019075,isolate: UBA8638,"isolation_source: metagenome,metagenome_source: Candidatus Synechococcus spongiarum metagenome",1445197,230,1490,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DOHO01,WGS,,BCT,Cyanobacteria bacterium UBA11691,PRJNA417962,SAMN08018807,isolate: UBA11691,"isolation_source: coral,metagenome_source: coral metagenome",4429064,556,4062,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DOIX01,WGS,,BCT,Cyanobacteria bacterium UBA11153,PRJNA417962,SAMN08019126,isolate: UBA11153,"isolation_source: sediment,metagenome_source: sediment metagenome",6645592,437,5179,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DOJB01,WGS,,BCT,Cyanobacteria bacterium UBA11159,PRJNA417962,SAMN08019133,isolate: UBA11159,"isolation_source: sediment,metagenome_source: sediment metagenome",6609096,451,5157,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DOMQ01,WGS,,BCT,Synechococcales bacterium UBA8138,PRJNA417962,SAMN08019255,isolate: UBA8138,"isolation_source: freshwater,metagenome_source: freshwater metagenome",1594089,206,1714,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DOPQ01,WGS,,BCT,Oscillatoriales bacterium UBA8482,PRJNA417962,SAMN08019335,isolate: UBA8482,"isolation_source: groundwater,metagenome_source: groundwater metagenome",2511302,541,2411,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DOPZ01,WGS,,BCT,Nostoc sp. UBA8866,PRJNA417962,SAMN08019344,isolate: UBA8866,"isolation_source: metagenome,metagenome_source: metagenome",6581789,128,5353,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DOQK01,WGS,,BCT,Cyanobacteria bacterium UBA11440,PRJNA417962,SAMN08019353,isolate: UBA11440,"isolation_source: human gut,metagenome_source: human gut metagenome",1877552,21,1649,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DORF01,WGS,,BCT,Cyanobacteria bacterium UBA11149,PRJNA417962,SAMN08019374,isolate: UBA11149,"isolation_source: sediment,metagenome_source: sediment metagenome",6622806,500,5205,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DORG01,WGS,,BCT,Cyanobacteria bacterium UBA11148,PRJNA417962,SAMN08019375,isolate: UBA11148,"isolation_source: sediment,metagenome_source: sediment metagenome",7193878,741,6521,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DOVM01,WGS,,BCT,Synechococcales bacterium UBA8647,PRJNA417962,SAMN08019672,isolate: UBA8647,"isolation_source: marine,metagenome_source: marine metagenome",1738119,213,2278,Yes,0,0,0,No,,,2018-09-10T00:00:00Z,2018-09-10T00:00:00Z
DOVO01,WGS,,BCT,Cyanobacteria bacterium UBA9226,PRJNA417962,SAMN08019674,isolate: UBA9226,"isolation_source: sediment,metagenome_source: sediment metagenome",6622270,400,5166,Yes,0,0,0,No,,,2018-09-10T00:00:00Z,2018-09-10T00:00:00Z
DOWB01,WGS,,BCT,Cyanobacteria bacterium UBA11991,PRJNA417962,SAMN08019687,isolate: UBA11991,"isolation_source: gut,metagenome_source: gut metagenome",1379694,232,1393,Yes,0,0,0,No,,,2018-09-10T00:00:00Z,2018-09-10T00:00:00Z
DPEI01,WGS,,BCT,Cyanobacteria bacterium UBA11049,PRJNA417962,SAMN08019613,isolate: UBA11049,"isolation_source: hypolithon,metagenome_source: hypolithon metagenome",5324837,764,5155,Yes,0,0,0,No,,,2018-09-10T00:00:00Z,2018-09-10T00:00:00Z
DPLL01,WGS,,BCT,Microcoleaceae bacterium UBA9251,PRJNA417962,SAMN08019901,isolate: UBA9251,"isolation_source: microbial mat,metagenome_source: microbial mat metagenome",5427942,553,4261,Yes,0,0,0,No,,,2018-09-10T00:00:00Z,2018-09-10T00:00:00Z
DPNP01,WGS,,BCT,Synechococcales bacterium UBA12195,PRJNA417962,SAMN08019957,isolate: UBA12195,"isolation_source: marine,metagenome_source: marine metagenome",1506222,229,1966,Yes,0,0,0,No,,,2018-09-10T00:00:00Z,2018-09-10T00:00:00Z
DMPJ01,WGS,,BCT,Planktothrix sp. UBA8402,PRJNA417962,SAMN08017962,isolate: UBA8402,"isolation_source: microbial mat,metagenome_source: microbial mat metagenome",4001877,572,3407,Yes,0,0,0,No,,,2018-09-05T00:00:00Z,2018-09-05T00:00:00Z
DMXX01,WGS,,BCT,Cyanobacteria bacterium UBA10660,PRJNA417962,SAMN08017548,isolate: UBA10660,"isolation_source: human gut,metagenome_source: human gut metagenome",1885434,20,1817,Yes,0,0,0,No,,,2018-09-06T00:00:00Z,2018-09-06T00:00:00Z
DMYK01,WGS,,BCT,Microcoleaceae bacterium UBA11344,PRJNA417962,SAMN08018200,isolate: UBA11344,"isolation_source: microbial mat,metagenome_source: microbial mat metagenome",4779623,643,3958,Yes,0,0,0,No,,,2018-09-06T00:00:00Z,2018-09-06T00:00:00Z
DNGG01,WGS,,BCT,Cyanobacteria bacterium UBA11372,PRJNA417962,SAMN08018405,isolate: UBA11372,"isolation_source: sediment,metagenome_source: sediment metagenome",7646934,693,6686,Yes,0,0,0,No,,,2018-09-06T00:00:00Z,2018-09-06T00:00:00Z
DNGI01,WGS,,BCT,Cyanobacteria bacterium UBA11370,PRJNA417962,SAMN08018407,isolate: UBA11370,"isolation_source: sediment,metagenome_source: sediment metagenome",7125786,550,5908,Yes,0,0,0,No,,,2018-09-06T00:00:00Z,2018-09-06T00:00:00Z
DNGJ01,WGS,,BCT,Cyanobacteria bacterium UBA11371,PRJNA417962,SAMN08018408,isolate: UBA11371,"isolation_source: sediment,metagenome_source: sediment metagenome",8479285,573,7203,Yes,0,0,0,No,,,2018-09-06T00:00:00Z,2018-09-06T00:00:00Z
DNLA01,WGS,,BCT,Pseudanabaena sp.,PRJNA417962,SAMN08018532,isolate: UBA10436,"isolation_source: freshwater,metagenome_source: freshwater bacterium LH6-2 metagenome",3923844,317,3616,Yes,0,0,0,No,,,2018-09-06T00:00:00Z,2018-09-06T00:00:00Z
DNME01,WGS,,BCT,Cyanobacteria bacterium UBA9273,PRJNA417962,SAMN08020326,isolate: UBA9273,"isolation_source: sediment,metagenome_source: sediment metagenome",7984810,770,6114,Yes,0,0,0,No,,,2018-09-06T00:00:00Z,2018-09-06T00:00:00Z
DNOV01,WGS,,BCT,Cyanobacteria bacterium UBA11369,PRJNA417962,SAMN08018633,isolate: UBA11369,"isolation_source: sediment,metagenome_source: sediment metagenome",8236586,804,7273,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DNOW01,WGS,,BCT,Cyanobacteria bacterium UBA11368,PRJNA417962,SAMN08018634,isolate: UBA11368,"isolation_source: sediment,metagenome_source: sediment metagenome",8176415,901,7354,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DNOY01,WGS,,BCT,Cyanobacteria bacterium UBA11367,PRJNA417962,SAMN08018636,isolate: UBA11367,"isolation_source: sediment,metagenome_source: sediment metagenome",7148697,701,5838,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DNOZ01,WGS,,BCT,Cyanobacteria bacterium UBA11366,PRJNA417962,SAMN08018637,isolate: UBA11366,"isolation_source: sediment,metagenome_source: sediment metagenome",6685741,435,5226,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DNRP01,WGS,,BCT,Cyanobacteria bacterium UBA9971,PRJNA417962,SAMN08018705,isolate: UBA9971,"isolation_source: groundwater,metagenome_source: groundwater metagenome",2243743,188,2279,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DNSU01,WGS,,BCT,Cyanobacteria bacterium UBA9579,PRJNA417962,SAMN08018736,isolate: UBA9579,"isolation_source: metagenome,metagenome_source: metagenome",2116713,223,2018,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DNUG01,WGS,,BCT,Synechococcales bacterium UBA10510,PRJNA417962,SAMN08018776,isolate: UBA10510,"isolation_source: freshwater,metagenome_source: freshwater metagenome",3022684,139,2979,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DNXU01,WGS,,BCT,Cyanobacteria bacterium UBA8803,PRJNA417962,SAMN08018872,isolate: UBA8803,"isolation_source: sediment,metagenome_source: sediment metagenome",8069533,642,6004,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DNYC01,WGS,,BCT,Microcoleaceae bacterium UBA10368,PRJNA417962,SAMN08018883,isolate: UBA10368,"isolation_source: microbial mat,metagenome_source: microbial mat metagenome",5190650,607,4366,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DNYD01,WGS,,BCT,Planktothrix sp. UBA10369,PRJNA417962,SAMN08018884,isolate: UBA10369,"isolation_source: microbial mat,metagenome_source: microbial mat metagenome",4656063,594,4215,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DNYY01,WGS,,BCT,Cyanobacteria bacterium UBA11166,PRJNA417962,SAMN08018904,isolate: UBA11166,"isolation_source: sediment,metagenome_source: sediment metagenome",6281041,510,5064,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DNZA01,WGS,,BCT,Cyanobacteria bacterium UBA11162,PRJNA417962,SAMN08018906,isolate: UBA11162,"isolation_source: sediment,metagenome_source: sediment metagenome",6028116,830,5337,Yes,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
DQAX01,WGS,,BCT,Synechococcus sp. UBA8071,PRJNA417962,SAMN08020301,isolate: UBA8071,"isolation_source: marine,metagenome_source: marine metagenome",1261302,212,1581,Yes,0,0,0,No,,,2018-09-10T00:00:00Z,2018-09-10T00:00:00Z
DQEB01,WGS,,BCT,Anabaena sp. UBA12330,PRJNA417962,SAMN08019762,isolate: UBA12330,"isolation_source: metagenome,metagenome_source: Aphanizomenon flos-aquae UKL13-PB metagenome",4285598,81,3675,Yes,0,0,0,No,,,2018-09-10T00:00:00Z,2018-09-10T00:00:00Z
DPOG01,WGS,,BCT,Synechococcus sp. UBA9887,PRJNA417962,SAMN08019974,isolate: UBA9887,"isolation_source: marine,metagenome_source: marine metagenome",1906611,188,2312,Yes,0,0,0,No,,,2018-09-10T00:00:00Z,2018-09-10T00:00:00Z
JAAGOG01,WGS,,BCT,Nostoc sp. UIC10630,PRJNA605020,SAMN14008317,strain: UIC10630,isolation_source: soil,8896073,515,7212,Yes,0,0,0,No,,,2020-02-18T00:00:00Z,2020-02-18T00:00:00Z
JAAHFM01,WGS,,BCT,Symploca sp. SIO1A3,PRJNA558979,SAMN12797908,isolate: SIO1A3,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",9244481,1373,8042,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFN01,WGS,,BCT,Oscillatoria sp. SIO1A7,PRJNA558979,SAMN12797909,isolate: SIO1A7,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",9081372,182,7730,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFO01,WGS,,BCT,Symploca sp. SIO1B1,PRJNA558979,SAMN12797902,isolate: SIO1B1,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",10325590,1461,9111,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFP01,WGS,,BCT,Symploca sp. SIO1C2,PRJNA558979,SAMN12797912,isolate: SIO1C2,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8667638,245,6929,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFQ01,WGS,,BCT,Symploca sp. SIO1C4,PRJNA558979,SAMN12797905,isolate: SIO1C4,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",7355195,1266,6380,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFR01,WGS,,BCT,Leptolyngbya sp. SIO1D8,PRJNA558979,SAMN12797958,isolate: SIO1D8,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",7757312,1786,7505,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFS01,WGS,,BCT,Kamptonema sp. SIO1D9,PRJNA558979,SAMN12797961,isolate: SIO1D9,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",6162206,331,5181,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFT01,WGS,,BCT,Cyanothece sp. SIO1E1,PRJNA558979,SAMN12797935,isolate: SIO1E1,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",11117665,1397,10016,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFU01,WGS,,BCT,Leptolyngbya sp. SIO1E4,PRJNA558979,SAMN12797911,isolate: SIO1E4,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8792216,658,7440,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFV01,WGS,,BCT,Moorea sp. SIO1F2,PRJNA558979,SAMN12797910,isolate: SIO1F2,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",7118633,687,6067,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFW01,WGS,,BCT,Okeania sp. SIO1F9,PRJNA558979,SAMN12797976,isolate: SIO1F9,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8343580,197,5892,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFX01,WGS,,BCT,Sphaerospermopsis sp. SIO1G1,PRJNA558979,SAMN12797977,isolate: SIO1G1,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",5187854,38,4160,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFY01,WGS,,BCT,Sphaerospermopsis sp. SIO1G2,PRJNA558979,SAMN12797978,isolate: SIO1G2,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",5610197,1027,5059,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHFZ01,WGS,,BCT,Moorea sp. SIO1G6,PRJNA558979,SAMN12797979,isolate: SIO1G6,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8303279,204,6622,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGA01,WGS,,BCT,Okeania sp. SIO1H2,PRJNA558979,SAMN12797921,isolate: SIO1H2,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8376780,278,5959,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGB01,WGS,,BCT,Okeania sp. SIO1H4,PRJNA558979,SAMN12797922,isolate: SIO1H4,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8344149,191,5735,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGC01,WGS,,BCT,Okeania sp. SIO1H5,PRJNA558979,SAMN12797923,isolate: SIO1H5,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8485944,262,6064,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGD01,WGS,,BCT,Okeania sp. SIO1H6,PRJNA558979,SAMN12797924,isolate: SIO1H6,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8290290,1435,6437,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGE01,WGS,,BCT,Desertifilum sp. SIO1I2,PRJNA558979,SAMN12797948,isolate: SIO1I2,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",5780593,1045,5304,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGF01,WGS,,BCT,Okeania sp. SIO1I7,PRJNA558979,SAMN12797917,isolate: SIO1I7,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",9479399,109,6490,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGG01,WGS,,BCT,Merismopedia sp. SIO2A8,PRJNA558979,SAMN12797925,isolate: SIO2A8,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",7457562,3057,7461,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGH01,WGS,,BCT,Okeania sp. SIO2B3,PRJNA558979,SAMN12797931,isolate: SIO2B3,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",10005084,249,6768,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGI01,WGS,,BCT,Symploca sp. SIO2B6,PRJNA558979,SAMN12797932,isolate: SIO2B6,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",10004434,686,8270,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGJ01,WGS,,BCT,Moorea sp. SIO2B7,PRJNA558979,SAMN12797926,isolate: SIO2B7,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8871311,1654,7695,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGK01,WGS,,BCT,Okeania sp. SIO2B9,PRJNA558979,SAMN12797929,isolate: SIO2B9,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",7647182,1832,5936,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGL01,WGS,,BCT,Symploca sp. SIO2C1,PRJNA558979,SAMN12797930,isolate: SIO2C1,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8166785,470,6630,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGM01,WGS,,BCT,Okeania sp. SIO2C2,PRJNA558979,SAMN12797934,isolate: SIO2C2,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8888403,183,6131,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGN01,WGS,,BCT,Moorea sp. SIO2C4,PRJNA558979,SAMN12797936,isolate: SIO2C4,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",7901001,1594,7069,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGO01,WGS,,BCT,Okeania sp. SIO2C9,PRJNA558979,SAMN12797939,isolate: SIO2C9,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",10878141,317,7127,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGP01,WGS,,BCT,Okeania sp. SIO2D1,PRJNA558979,SAMN12797940,isolate: SIO2D1,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",10586589,5155,10502,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGQ01,WGS,,BCT,Symploca sp. SIO2D2,PRJNA558979,SAMN12797937,isolate: SIO2D2,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",9199556,1185,7667,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGR01,WGS,,BCT,Symploca sp. SIO2E6,PRJNA558979,SAMN12797963,isolate: SIO2E6,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8963760,1437,8228,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGS01,WGS,,BCT,Symploca sp. SIO2E9,PRJNA558979,SAMN12797974,isolate: SIO2E9,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",7745768,383,6251,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGT01,WGS,,BCT,Okeania sp. SIO2F4,PRJNA558979,SAMN12797938,isolate: SIO2F4,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",10181347,1512,7101,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGU01,WGS,,BCT,Okeania sp. SIO2F5,PRJNA558979,SAMN12797943,isolate: SIO2F5,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8413035,333,5924,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGV01,WGS,,BCT,Microcoleus sp. SIO2G3,PRJNA558979,SAMN12797944,isolate: SIO2G3,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",10324017,3841,10836,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGW01,WGS,,BCT,Okeania sp. SIO2G4,PRJNA558979,SAMN12797941,isolate: SIO2G4,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8393698,338,5903,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGX01,WGS,,BCT,Okeania sp. SIO2G5,PRJNA558979,SAMN12797945,isolate: SIO2G5,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8795720,589,6359,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGY01,WGS,,BCT,Cyanothece sp. SIO2G6,PRJNA558979,SAMN12797946,isolate: SIO2G6,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",7031854,1148,6032,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHGZ01,WGS,,BCT,Symploca sp. SIO2G7,PRJNA558979,SAMN12797947,isolate: SIO2G7,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",9241475,1347,8468,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHHA01,WGS,,BCT,Okeania sp. SIO2H7,PRJNA558979,SAMN12797951,isolate: SIO2H7,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",9601789,4052,9529,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHHB01,WGS,,BCT,Moorea sp. SIO2I5,PRJNA558979,SAMN12797942,isolate: SIO2I5,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",10479999,3627,10496,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHHC01,WGS,,BCT,Moorea sp. SIO3A2,PRJNA558979,SAMN12797980,isolate: SIO3A2,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8376638,131,6768,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHHD01,WGS,,BCT,Moorea sp. SIO3A5,PRJNA558979,SAMN12797918,isolate: SIO3A5,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",8318518,163,6443,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHHE01,WGS,,BCT,Moorea sp. SIO3B2,PRJNA558979,SAMN12797954,isolate: SIO3B2,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",9185209,1017,7831,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHHF01,WGS,,BCT,Okeania sp. SIO3B3,PRJNA558979,SAMN12797955,isolate: SIO3B3,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",11072145,2566,8637,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
JAAHHG01,WGS,,BCT,Okeania sp. SIO3B5,PRJNA558979,SAMN12797970,isolate: SIO3B5,"isolation_source: marine benthic turfs,metagenome_source: marine metagenome",11062972,789,7268,Yes,0,0,0,No,,,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z
